"249180020","WARSZOWICE","2020","01",21.8,"",5,"",5.6,"","04","",0,""
"249180020","WARSZOWICE","2020","02",75.2,"",4,"",17.7,"","04","",0,""
"249180020","WARSZOWICE","2020","03",36.2,"",2,"",10.4,"","20","",0,""
"249180020","WARSZOWICE","2020","04",7.2,"",0,"",6.2,"","13","",0,""
"249180020","WARSZOWICE","2020","05",149.1,"",0,"",18.8,"","23","",0,""
"249180020","WARSZOWICE","2020","06",171.6,"",0,"",77.8,"","26","",0,""
"249180020","WARSZOWICE","2020","07",119.5,"",0,"",27.4,"","11","",0,""
"249180020","WARSZOWICE","2020","08",88.6,"",0,"",27.3,"","03","",0,""
"249180020","WARSZOWICE","2020","09",84.3,"",0,"",16.7,"","01","",0,""
"249180020","WARSZOWICE","2020","10",156.3,"",0,"",40.4,"","13","",0,""
"249180020","WARSZOWICE","2020","11",24.0,"",2,"",9.5,"","03","",0,""
"249180020","WARSZOWICE","2020","12",33.5,"",2,"",8.4,"","30","",0,""
"249180040","WIS£A WIELKA","2020","01",15.3,"",5,"",3.9,"","18","",0,""
"249180040","WIS£A WIELKA","2020","02",91.8,"",7,"",14.4,"","04","",0,""
"249180040","WIS£A WIELKA","2020","03",41.2,"",2,"",10.5,"","20","",0,""
"249180040","WIS£A WIELKA","2020","04",4.4,"",1,"",3.1,"","29","",0,""
"249180040","WIS£A WIELKA","2020","05",151.9,"",0,"",20.0,"","23","",0,""
"249180040","WIS£A WIELKA","2020","06",152.5,"",0,"",56.2,"","26","",0,""
"249180040","WIS£A WIELKA","2020","07",118.8,"",0,"",34.8,"","11","",0,""
"249180040","WIS£A WIELKA","2020","08",84.0,"",0,"",29.2,"","18","",0,""
"249180040","WIS£A WIELKA","2020","09",84.5,"",0,"",18.1,"","28","",0,""
"249180040","WIS£A WIELKA","2020","10",187.1,"",0,"",38.2,"","13","",0,""
"249180040","WIS£A WIELKA","2020","11",29.7,"",2,"",10.6,"","03","",0,""
"249180040","WIS£A WIELKA","2020","12",50.3,"",4,"",6.5,"","23","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","01",16.4,"",3,"",3.6,"","04","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","02",74.4,"",6,"",17.4,"","04","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","03",28.9,"",3,"",10.5,"","20","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","04",6.9,"",1,"",3.7,"","13","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","05",160.5,"",0,"",34.1,"","25","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","06",107.6,"",0,"",23.2,"","26","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","07",135.1,"",0,"",40.3,"","11","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","08",90.2,"",0,"",21.2,"","31","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","09",87.9,"",0,"",19.4,"","30","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","10",154.9,"",0,"",38.4,"","13","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","11",29.2,"",2,"",8.2,"","03","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2020","12",31.8,"",4,"",7.9,"","30","",0,""
"249180060","GO£KOWICE","2020","01",18.9,"",3,"",5.6,"","18","",0,""
"249180060","GO£KOWICE","2020","02",57.6,"",3,"",15.7,"","04","",0,""
"249180060","GO£KOWICE","2020","03",40.7,"",2,"",11.2,"","01","",0,""
"249180060","GO£KOWICE","2020","04",4.5,"",1,"",1.6,"","13","",0,""
"249180060","GO£KOWICE","2020","05",146.1,"",0,"",20.1,"","31","",0,""
"249180060","GO£KOWICE","2020","06",197.8,"",0,"",32.6,"","26","",0,""
"249180060","GO£KOWICE","2020","07",141.4,"",0,"",41.6,"","02","",0,""
"249180060","GO£KOWICE","2020","08",165.5,"",0,"",48.4,"","18","",0,""
"249180060","GO£KOWICE","2020","09",107.6,"",0,"",26.2,"","25","",0,""
"249180060","GO£KOWICE","2020","10",158.2,"",0,"",39.6,"","13","",0,""
"249180060","GO£KOWICE","2020","11",28.7,"",2,"",10.6,"","03","",0,""
"249180060","GO£KOWICE","2020","12",34.2,"",2,"",8.4,"","24","30",0,""
"249180070","MAZA—COWICE","2020","01",18.4,"",5,"",4.0,"","04","",0,""
"249180070","MAZA—COWICE","2020","02",80.7,"",4,"",19.8,"","04","",0,""
"249180070","MAZA—COWICE","2020","03",29.8,"",4,"",7.6,"","20","",0,""
"249180070","MAZA—COWICE","2020","04",11.0,"",1,"",5.6,"","29","",0,""
"249180070","MAZA—COWICE","2020","05",188.6,"",0,"",42.5,"","31","",0,""
"249180070","MAZA—COWICE","2020","06",150.6,"",0,"",32.0,"","26","",0,""
"249180070","MAZA—COWICE","2020","07",145.0,"",0,"",36.0,"","11","",0,""
"249180070","MAZA—COWICE","2020","08",127.1,"",0,"",31.2,"","22","",0,""
"249180070","MAZA—COWICE","2020","09",104.8,"",0,"",24.2,"","30","",0,""
"249180070","MAZA—COWICE","2020","10",171.5,"",0,"",43.9,"","13","",0,""
"249180070","MAZA—COWICE","2020","11",36.7,"",2,"",16.9,"","04","",0,""
"249180070","MAZA—COWICE","2020","12",28.5,"",3,"",8.3,"","24","",0,""
"249180080","OCHABY","2020","01",18.0,"",4,"",4.5,"","18","",0,""
"249180080","OCHABY","2020","02",69.8,"",8,"",16.4,"","04","",0,""
"249180080","OCHABY","2020","03",29.2,"",3,"",7.5,"","20","",0,""
"249180080","OCHABY","2020","04",5.3,"",1,"",4.9,"","13","",0,""
